pincode,state,district,subDistrict,locality
516321,ANDHRA PRADESH,CUDDAPAH,Veerapunayunipalle,Gonumakulapalle
516329,ANDHRA PRADESH,CUDDAPAH,Vempalle,Gandikshetram
516339,ANDHRA PRADESH,CUDDAPAH,Veerapunayunipalle,Payasamapalle
516349,ANDHRA PRADESH,CUDDAPAH,Vemula,Gondipalle
516350,ANDHRA PRADESH,CUDDAPAH,Vempalle,A.Cherlopalle
516355,ANDHRA PRADESH,CUDDAPAH,Chapad,Kutchupapa
516356,ANDHRA PRADESH,CUDDAPAH,Chapad,Alladupalle
516359,ANDHRA PRADESH,CUDDAPAH,Rajupalem,Arakatavemula
516360,ANDHRA PRADESH,CUDDAPAH,Proddatur,Proddatur
516361,ANDHRA PRADESH,CUDDAPAH,Proddatur,Chowdur
516362,ANDHRA PRADESH,CUDDAPAH,Proddatur,Khaderabad
516380,ANDHRA PRADESH,CUDDAPAH,Muddanur,Kolavali
516390,ANDHRA PRADESH,CUDDAPAH,Pulivendla,Pulivendla
516391,ANDHRA PRADESH,CUDDAPAH,Pulivendla,Bestavaripalle
516396,ANDHRA PRADESH,CUDDAPAH,Lingala,Peddakudala
516401,ANDHRA PRADESH,CUDDAPAH,Simhadripuram,Chinnkuntapalle
516411,ANDHRA PRADESH,CUDDAPAH,Peddamudium,Chinnapasupula
516421,ANDHRA PRADESH,CUDDAPAH,Pulivendla,Atchavalle
516431,ANDHRA PRADESH,CUDDAPAH,Jammalamadugu,Dommaranadyala
516432,ANDHRA PRADESH,CUDDAPAH,Mylavaram,Ayyavari Kambala Dinne
516433,ANDHRA PRADESH,CUDDAPAH,Mylavaram,Atrimunikona
516434,ANDHRA PRADESH,CUDDAPAH,Jammalamadugu,Bhimurayunikottalu
516439,ANDHRA PRADESH,CUDDAPAH,Mylavaram,Mylavaram
516444,ANDHRA PRADESH,CUDDAPAH,Kondapuram,Kammavaripalle
516454,ANDHRA PRADESH,CUDDAPAH,Simhadripuram,Bidinamcherla
516464,ANDHRA PRADESH,CUDDAPAH,Kondapuram,Chennamanenipalle
516474,ANDHRA PRADESH,CUDDAPAH,Kondapuram,Doruvupalle
516484,ANDHRA PRADESH,CUDDAPAH,Lingala,Balapanur
516501,ANDHRA PRADESH,CUDDAPAH,Badvel,Appajipeta
516502,ANDHRA PRADESH,CUDDAPAH,Brahmamgarimattam,ammavaripalle
516503,ANDHRA PRADESH,CUDDAPAH,Brahmamgarimattam,ambavaram
516504,ANDHRA PRADESH,CUDDAPAH,Ramapuram,balireddipalle
516505,ANDHRA PRADESH,CUDDAPAH,Porumamilla,agraharam
517001,ANDHRA PRADESH,CHITTOOR,Chittoor,Chittoor
517002,ANDHRA PRADESH,CHITTOOR,Chittoor,C.G Palle
517004,ANDHRA PRADESH,CHITTOOR,Chittoor,Chavatapalle
517101,ANDHRA PRADESH,CHITTOOR,Chandragiri,Chandragiri
517102,ANDHRA PRADESH,CHITTOOR,Chandragiri,Chandragiri
517112,ANDHRA PRADESH,CHITTOOR,Pakala,AYYAPPA GARI PALLI
517113,ANDHRA PRADESH,CHITTOOR,Pulicherla,Ayyavandlapalle
517123,ANDHRA PRADESH,CHITTOOR,Sodam,Jangapeta
517124,ANDHRA PRADESH,CHITTOOR,Puthalapattu,Akanambattu
517125,ANDHRA PRADESH,CHITTOOR,Gangadhara Nellore,Gangadhara Nellore
517126,ANDHRA PRADESH,CHITTOOR,Penumuru,Kamachinnaiahpalle
517127,ANDHRA PRADESH,CHITTOOR,Chittoor,Bandapalle
517128,ANDHRA PRADESH,CHITTOOR,Bangarupalem,Noonegundlapalle
517129,ANDHRA PRADESH,CHITTOOR,Thavanampalle,Aragonda
517130,ANDHRA PRADESH,CHITTOOR,Irala,Erlampalle
517131,ANDHRA PRADESH,CHITTOOR,Thavanampalle,Paipalli
517132,ANDHRA PRADESH,CHITTOOR,Gudipala,Anuradhacolony
517152,ANDHRA PRADESH,CHITTOOR,Pakala,Damalcheruvu
517167,ANDHRA PRADESH,CHITTOOR,Gangadhara Nellore,Agaramangalam
517172,ANDHRA PRADESH,CHITTOOR,Pulicherla,Bandaruvaripalle
517192,ANDHRA PRADESH,CHITTOOR,Rompicherla,APPAPALLI
517193,ANDHRA PRADESH,CHITTOOR,Chinnagottigallu,BOLLINENI VARIPALLE
517194,ANDHRA PRADESH,CHITTOOR,Yerravaripalem,BIJJIPALLE
517213,ANDHRA PRADESH,CHITTOOR,Kambhamvaripalle,BATTA VARIPALLE
517214,ANDHRA PRADESH,CHITTOOR,Pileru,Avuvaripalle
517234,ANDHRA PRADESH,CHITTOOR,Kalikiri,ACHAPPAREDDIGARIPALLE
517235,ANDHRA PRADESH,CHITTOOR,Kambhamvaripalle,KONDA KINDHA PALLI
517236,ANDHRA PRADESH,CHITTOOR,Kalakada,DEVALAPALLI
517237,ANDHRA PRADESH,CHITTOOR,Vayalpad,HARIJANAWADA
517247,ANDHRA PRADESH,CHITTOOR,Punganur,Bheemaganipalle
517257,ANDHRA PRADESH,CHITTOOR,Chowdepalle,Durgasamudram
517277,ANDHRA PRADESH,CHITTOOR,Vayalpad,Chintaparthi
517280,ANDHRA PRADESH,CHITTOOR,Kurabalakota,Mutakanavaripalle
517291,ANDHRA PRADESH,CHITTOOR,Gurramkonda,ALUPAGARIPALLE
517297,ANDHRA PRADESH,CHITTOOR,Thamballapalle,CHERUKU VARIPALLE
517299,ANDHRA PRADESH,CHITTOOR,Vayalpad,HARIJAN AWADA
517305,ANDHRA PRADESH,CHITTOOR,Gurramkonda,GOLLAPALLE
517319,ANDHRA PRADESH,CHITTOOR,Madanapalle,Gajulavaripalle
517325,ANDHRA PRADESH,CHITTOOR,Kurabalakota,Brahmanavoddu Palle
517326,ANDHRA PRADESH,CHITTOOR,Madanapalle,Ankisettipalle
517350,ANDHRA PRADESH,CHITTOOR,Kurabalakota,Jangavaripalle
517351,ANDHRA PRADESH,CHITTOOR,Mulakalacheruvu,Balireddigaripalle
517352,ANDHRA PRADESH,CHITTOOR,Kurabalakota,Erraballe
517370,ANDHRA PRADESH,CHITTOOR,B.Kothakota,B.Kothakota
517390,ANDHRA PRADESH,CHITTOOR,Mulakalacheruvu,Dasettivaripalli
517391,ANDHRA PRADESH,CHITTOOR,Pedda Thippasamudram,Pedda Thippasamudram
517401,ANDHRA PRADESH,CHITTOOR,Ramakuppam,Athikuppam
517403,ANDHRA PRADESH,CHITTOOR,Gudipala,Krishna Jammapuram
517408,ANDHRA PRADESH,CHITTOOR,Palamaner,Bommidoddi
517414,ANDHRA PRADESH,CHITTOOR,Peddapanjani,Nagireddipalle
517415,ANDHRA PRADESH,CHITTOOR,Baireddipalle,Gangineyanipalli
517416,ANDHRA PRADESH,CHITTOOR,Thavanampalle,Bayyareddipalle
517417,ANDHRA PRADESH,CHITTOOR,Ramasamudram,Elavanellore
517418,ANDHRA PRADESH,CHITTOOR,Thamballapalle,Yerrasanipalle
517419,ANDHRA PRADESH,CHITTOOR,Gudipala,Cheelapalli
517421,ANDHRA PRADESH,CHITTOOR,Gangadhara Nellore,Aftab Garden
517422,ANDHRA PRADESH,CHITTOOR,Yadamarri,Kammapalle
517423,ANDHRA PRADESH,CHITTOOR,Santhipuram,Chinnaradoddi
517424,ANDHRA PRADESH,CHITTOOR,Venkatagirikota,Vogu
517425,ANDHRA PRADESH,CHITTOOR,Ramakuppam,Balla
517426,ANDHRA PRADESH,CHITTOOR,Gudupalle,Kanamanapalle
517429,ANDHRA PRADESH,CHITTOOR,Bangarupalem,Paleru
517432,ANDHRA PRADESH,CHITTOOR,Baireddipalle,Belupalle
517501,ANDHRA PRADESH,CHITTOOR,Tirupati (Urban),Tirupati (Urban)
517502,ANDHRA PRADESH,CHITTOOR,Tirupati (Urban),Tirupati (Urban)
517503,ANDHRA PRADESH,CHITTOOR,Tirupati (Rural),Panakam
517504,ANDHRA PRADESH,CHITTOOR,Pakala,Pakala
517505,ANDHRA PRADESH,CHITTOOR,Tirupati (Rural),GANDHIPURAM
517506,ANDHRA PRADESH,CHITTOOR,Tirupati (Urban),Konkachennaiahgunta
517507,ANDHRA PRADESH,CHITTOOR,Tirupati (Rural),BOITRIM QUARTERS
517520,ANDHRA PRADESH,CHITTOOR,Renigunta,RAMULAVARI STREET
517526,ANDHRA PRADESH,CHITTOOR,Yerpedu,ST COLONY
517536,ANDHRA PRADESH,CHITTOOR,Srikalahasti,HARIJANAWADA
517541,ANDHRA PRADESH,CHITTOOR,Varadaiahpalem,ARUDUR ST COLONY
517551,ANDHRA PRADESH,CHITTOOR,Vadamalapeta,JANAVARI KOTALA
517561,ANDHRA PRADESH,CHITTOOR,Tirupati (Rural),KUPU CHANDRA PETA
517569,ANDHRA PRADESH,CHITTOOR,Vedurukuppam,BALIJA PALLI
517571,ANDHRA PRADESH,CHITTOOR,Puttur,TADUKU
517581,ANDHRA PRADESH,CHITTOOR,Narayanavanam,THUMBUR
517582,ANDHRA PRADESH,CHITTOOR,Karvetinagar,ALLA GUNTA
517583,ANDHRA PRADESH,CHITTOOR,Puttur,NESANUR
517584,ANDHRA PRADESH,CHITTOOR,Puttur,K.B.R.PURAM A.A.W
517586,ANDHRA PRADESH,CHITTOOR,Vijayapuram,MANGALAM
517587,ANDHRA PRADESH,CHITTOOR,Nagari,DEVADRIKODIYAMBEDU
517588,ANDHRA PRADESH,CHITTOOR,Satyavedu,AROOR KANDRIGA
517589,ANDHRA PRADESH,CHITTOOR,Pichatur,A.R.ANDRIGA A.A.W
517590,ANDHRA PRADESH,CHITTOOR,Nagari,J.P.KANDRIGA
517591,ANDHRA PRADESH,CHITTOOR,Nindra,ELAKATUR
517592,ANDHRA PRADESH,CHITTOOR,Nagari,ACHARI STREET
517599,ANDHRA PRADESH,CHITTOOR,Palasamudram,Srikaverirajupuram
517619,ANDHRA PRADESH,CHITTOOR,Renigunta,KRISHNAPURAM
517620,ANDHRA PRADESH,CHITTOOR,Srikalahasti,KOTHAPALLE CHINTHALA
517640,ANDHRA PRADESH,CHITTOOR,Srikalahasti,VEDAM
517641,ANDHRA PRADESH,CHITTOOR,Srikalahasti,AMMAPALEM HARIJANAWADA
517642,ANDHRA PRADESH,CHITTOOR,Buchinaidu Kandriga,Bhavanisankarapuram
517643,ANDHRA PRADESH,CHITTOOR,K.V.B.Puram,ANJURU
517644,ANDHRA PRADESH,CHITTOOR,Srikalahasti,Srikalahasti
517645,ANDHRA PRADESH,CHITTOOR,Buchinaidu Kandriga,KOTHAPALEM
518001,ANDHRA PRADESH,KURNOOL,Kurnool,Kurnool
518002,ANDHRA PRADESH,KURNOOL,Kurnool,Kurnool
518003,ANDHRA PRADESH,KURNOOL,Kallur,A.Nagalapuram
518004,ANDHRA PRADESH,KURNOOL,Kurnool,Kurnool
518005,ANDHRA PRADESH,KURNOOL,Kurnool,Kurnool
518006,ANDHRA PRADESH,KURNOOL,Kurnool,stantanpuram
518007,ANDHRA PRADESH,KURNOOL,Kurnool,vignanapeetam
518010,ANDHRA PRADESH,KURNOOL,Orvakal,Chennam chettipalli
518101,ANDHRA PRADESH,KURNOOL,Srisailam,Srisailam
518102,ANDHRA PRADESH,KURNOOL,Srisailam,Srisailam Dam East
518112,ANDHRA PRADESH,KURNOOL,Panyam,Konidedu
518122,ANDHRA PRADESH,KURNOOL,Owk,Mettupalle
518123,ANDHRA PRADESH,KURNOOL,Kolimigundla,Chintalayapalle
518124,ANDHRA PRADESH,KURNOOL,Banaganapalle,Banaganapalle
518134,ANDHRA PRADESH,KURNOOL,Koilkuntla,Kampamalla
518135,ANDHRA PRADESH,KURNOOL,Dornipadu,Ammireddinagar
518145,ANDHRA PRADESH,KURNOOL,Uyyalawada,Kakarawada
518155,ANDHRA PRADESH,KURNOOL,Uyyalawada,Govindapalle
518165,ANDHRA PRADESH,KURNOOL,Sanjamala,Muchalapuri
518166,ANDHRA PRADESH,KURNOOL,Kolimigundla,Boyala Uppalur
518176,ANDHRA PRADESH,KURNOOL,Banaganapalle,Nandivargam
518186,ANDHRA PRADESH,KURNOOL,Banaganapalle,Kapulapalle
518196,ANDHRA PRADESH,KURNOOL,Sanjamala,Vasanthapuram
518206,ANDHRA PRADESH,KURNOOL,Bethamcherla,Bethamcherla
518216,ANDHRA PRADESH,KURNOOL,Veldurthi,L.Kottala
518217,ANDHRA PRADESH,KURNOOL,Veldurthi,Ramallakota
518218,ANDHRA PRADESH,KURNOOL,Kallur,Dupadu
518220,ANDHRA PRADESH,KURNOOL,Kurnool,Badringavanithanda
518221,ANDHRA PRADESH,KURNOOL,Dhone,Devarabanda
518222,ANDHRA PRADESH,KURNOOL,Krishnagiri,Alamkonda
518225,ANDHRA PRADESH,KURNOOL,Krishnagiri,Agaveli
518301,ANDHRA PRADESH,KURNOOL,Adoni,Adoni
518302,ANDHRA PRADESH,KURNOOL,Alur,A.Gonehal
518308,ANDHRA PRADESH,KURNOOL,Holagunda,Pedda Gonehal
518313,ANDHRA PRADESH,KURNOOL,Mantralayam,Singarajanahalli
518323,ANDHRA PRADESH,KURNOOL,Yemmiganur,Banavasi
518333,ANDHRA PRADESH,KURNOOL,Kowthalam,Kumbalanur
518343,ANDHRA PRADESH,KURNOOL,Nandavaram,Poolachinta
518344,ANDHRA PRADESH,KURNOOL,Kowthalam,Kuntanahal
518345,ANDHRA PRADESH,KURNOOL,Mantralayam,Chetnihalli
518346,ANDHRA PRADESH,KURNOOL,Holagunda,Honnur kottala
518347,ANDHRA PRADESH,KURNOOL,Aspari,Bailapattikonda
518348,ANDHRA PRADESH,KURNOOL,Halaharvi,Ballur
518349,ANDHRA PRADESH,KURNOOL,Mantralayam,Hagaruru Thimmapuram
518350,ANDHRA PRADESH,KURNOOL,Gonegandla,Byluppala
518360,ANDHRA PRADESH,KURNOOL,Yemmiganur,Enigabala
518380,ANDHRA PRADESH,KURNOOL,Pattikonda,Chandoli
518385,ANDHRA PRADESH,KURNOOL,Maddikera (East),Maddikera Agraharam
518390,ANDHRA PRADESH,KURNOOL,Tuggali,Batathanda
518395,ANDHRA PRADESH,KURNOOL,Alur,Alur
518396,ANDHRA PRADESH,KURNOOL,Chippagiri,Degalahal
518401,ANDHRA PRADESH,KURNOOL,Pamulapadu,Krishnaraopet
518405,ANDHRA PRADESH,KURNOOL,Midthur,Rollapadu
518411,ANDHRA PRADESH,KURNOOL,Pagidyala,Pagidyala
518412,ANDHRA PRADESH,KURNOOL,Pagidyala,M.Gnanapuram
518422,ANDHRA PRADESH,KURNOOL,Atmakur,Kurukunda
518432,ANDHRA PRADESH,KURNOOL,Nandikotkur,Kallubavapuram
518442,ANDHRA PRADESH,KURNOOL,Pamulapadu,Erraguduru
518452,ANDHRA PRADESH,KURNOOL,Kurnool,Sudereddipalle
518462,ANDHRA PRADESH,KURNOOL,C.Belagal,C.Belagal
518463,ANDHRA PRADESH,KURNOOL,Gonegandla,Ganjihalli
518464,ANDHRA PRADESH,KURNOOL,Kodumur,Kodumur
518465,ANDHRA PRADESH,KURNOOL,Devanakonda,Thippatalmarri
518466,ANDHRA PRADESH,KURNOOL,Gudur,Gudur
518467,ANDHRA PRADESH,KURNOOL,Kodumur,Anugonda
518468,ANDHRA PRADESH,KURNOOL,Dhone,Indirampalli
518501,ANDHRA PRADESH,KURNOOL,Nandyal,Nandyal
518502,ANDHRA PRADESH,KURNOOL,Gospadu,kanalapalle
518508,ANDHRA PRADESH,KURNOOL,Jupadu Bungalow,Kanakain kottala
518510,ANDHRA PRADESH,KURNOOL,Allagadda,Nallagatla
518511,ANDHRA PRADESH,KURNOOL,Gadivemula,Koratamaddi
518512,ANDHRA PRADESH,KURNOOL,Mahanandi,Bukkapuram
518513,ANDHRA PRADESH,KURNOOL,Bandi Atmakur,nemallakunta
518523,ANDHRA PRADESH,KURNOOL,Bandi Atmakur,Kakanur
518533,ANDHRA PRADESH,KURNOOL,Pamulapadu,Krishnanagar
518543,ANDHRA PRADESH,KURNOOL,Rudravaram,HARINAGARAM
518553,ANDHRA PRADESH,KURNOOL,Chagalamarri,AVULAPALLI
518563,ANDHRA PRADESH,KURNOOL,Sirvel,Kaminenipalle
518573,ANDHRA PRADESH,KURNOOL,Gospadu,brundavanam
518583,ANDHRA PRADESH,KURNOOL,Mahanandi,Gopavaram
518593,ANDHRA PRADESH,KURNOOL,Gospadu,Kanalapalle
518594,ANDHRA PRADESH,KURNOOL,Rudravaram,RAMAPURAM
518598,ANDHRA PRADESH,KURNOOL,Bethamcherla,Bethamcherla
518599,ANDHRA PRADESH,KURNOOL,Bethamcherla,Bynapalli
518674,ANDHRA PRADESH,KURNOOL,Gospadu,Pasurapadu
520001,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Vijayawada (Urban)
520002,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Vijayawada (Urban)
520003,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Vijayawada (Urban)
520004,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Vijayawada (Urban)
520007,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Kanuru
520008,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Vijayawada (Urban)
520010,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Vijayawada (Urban)
520011,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Vijayawada (Urban)
520012,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Ambapuram
520013,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Vijayawada (Urban)
520015,ANDHRA PRADESH,KRISHNA,Vijayawada (Urban),Payakapuram
521001,ANDHRA PRADESH,KRISHNA,Machilipatnam,Machilipatnam
521002,ANDHRA PRADESH,KRISHNA,Machilipatnam,Arisepalle
521003,ANDHRA PRADESH,KRISHNA,Machilipatnam,Andhra Bank
521101,ANDHRA PRADESH,KRISHNA,Gannavaram,Buthumillipadu
521102,ANDHRA PRADESH,KRISHNA,Gannavaram,Gannavaram
521104,ANDHRA PRADESH,KRISHNA,Vijayawada (Rural),Done Atkuru
521105,ANDHRA PRADESH,KRISHNA,Bapulapadu,Bapulapadu
521106,ANDHRA PRADESH,KRISHNA,Bapulapadu,Arugolanu
521107,ANDHRA PRADESH,KRISHNA,Gannavaram,Gannavaram
521108,ANDHRA PRADESH,KRISHNA,Vijayawada (Rural),Enikepadu
521109,ANDHRA PRADESH,KRISHNA,Unguturu,Ambapuram
521110,ANDHRA PRADESH,KRISHNA,Bapulapadu,Rangannagudem
521111,ANDHRA PRADESH,KRISHNA,Bapulapadu,Agraharam
521120,ANDHRA PRADESH,KRISHNA,Nagayalanka,China chodavaram
521121,ANDHRA PRADESH,KRISHNA,Avanigadda,Aswaraopalem
521122,ANDHRA PRADESH,KRISHNA,Avanigadda,Avanigadda
521125,ANDHRA PRADESH,KRISHNA,Mopidevi,Bobbarlanka
521126,ANDHRA PRADESH,KRISHNA,Challapalle,Gangulavaripalem
521130,ANDHRA PRADESH,KRISHNA,Mopidevi,Mellamarru
521131,ANDHRA PRADESH,KRISHNA,Ghantasala,Birudugadda
521132,ANDHRA PRADESH,KRISHNA,Pamidimukkala,Lankapalle Lanka
521133,ANDHRA PRADESH,KRISHNA,Ghantasala,Ghantasala
521134,ANDHRA PRADESH,KRISHNA,Penamaluru,Pedapulipaka
521135,ANDHRA PRADESH,KRISHNA,Movva,Pedapudi
521136,ANDHRA PRADESH,KRISHNA,Movva,Chinamuttevi
521137,ANDHRA PRADESH,KRISHNA,Penamaluru,Poranki (Rural)
521138,ANDHRA PRADESH,KRISHNA,Movva,Dharmapuram
521139,ANDHRA PRADESH,KRISHNA,Penamaluru,Chodavaram
521148,ANDHRA PRADESH,KRISHNA,Pedaparupudi,Janagala Palem
521149,ANDHRA PRADESH,KRISHNA,Guduru,Kathulavanipalem
521150,ANDHRA PRADESH,KRISHNA,Guduru,Maddipatla
521151,ANDHRA PRADESH,KRISHNA,Thotlavalluru,Boddapadu
521153,ANDHRA PRADESH,KRISHNA,Kankipadu,Kolavennu
521156,ANDHRA PRADESH,KRISHNA,Guduru,Bhaghapuram
521157,ANDHRA PRADESH,KRISHNA,Pamarru,Balliparru
521158,ANDHRA PRADESH,KRISHNA,Pamarru,Nibhanupudi
521162,ANDHRA PRADESH,KRISHNA,Guduru,Garuvu
521163,ANDHRA PRADESH,KRISHNA,Thotlavalluru,Devarapalle
521164,ANDHRA PRADESH,KRISHNA,Vuyyuru,Kadavakollu
521165,ANDHRA PRADESH,KRISHNA,Vuyyuru,Gandigunta
521170,ANDHRA PRADESH,KRISHNA,Veerullapadu,Jayanthi
521175,ANDHRA PRADESH,KRISHNA,Jaggayyapeta,Buchavaram
521178,ANDHRA PRADESH,KRISHNA,Jaggayyapeta,Bheemavaram
521180,ANDHRA PRADESH,KRISHNA,Kanchikacherla,Ganiatukuru
521181,ANDHRA PRADESH,KRISHNA,Veerullapadu,Alluru
521182,ANDHRA PRADESH,KRISHNA,Chandarlapadu,Katrenipalle
521183,ANDHRA PRADESH,KRISHNA,Chandarlapadu,Chintalapadu
521185,ANDHRA PRADESH,KRISHNA,Kanchikacherla,Gandepalle
521190,ANDHRA PRADESH,KRISHNA,Penuganchiprolu,Anigandlapadu
521201,ANDHRA PRADESH,KRISHNA,Nuzvid,Nuzvid
521202,ANDHRA PRADESH,KRISHNA,Nuzvid,Mittagudem
521207,ANDHRA PRADESH,KRISHNA,Musunuru,Gogulapadu
521211,ANDHRA PRADESH,KRISHNA,Agiripalle,Agiripalle
521212,ANDHRA PRADESH,KRISHNA,Vijayawada (Rural),Pathapadu
521213,ANDHRA PRADESH,KRISHNA,Musunuru,Ramanakkapeta
521214,ANDHRA PRADESH,KRISHNA,Chatrai,Cheepurugudem
521215,ANDHRA PRADESH,KRISHNA,Reddigudem,Alivelu Mangapuram
521225,ANDHRA PRADESH,KRISHNA,Vijayawada (Rural),Gollapudi
521226,ANDHRA PRADESH,KRISHNA,A.Konduru,A.Konduru
521227,ANDHRA PRADESH,KRISHNA,Veerullapadu,Chavatapalle
521228,ANDHRA PRADESH,KRISHNA,Ibrahimpatnam,Kattubadipalem
521229,ANDHRA PRADESH,KRISHNA,G.Konduru,Atukuru
521230,ANDHRA PRADESH,KRISHNA,Mylavaram,Chandrala
521235,ANDHRA PRADESH,KRISHNA,Tiruvuru,Munukulla
521241,ANDHRA PRADESH,KRISHNA,Ibrahimpatnam,Tummalapalem
521245,ANDHRA PRADESH,KRISHNA,Kankipadu,Chalivendrapalem
521246,ANDHRA PRADESH,KRISHNA,Pamidimukkala,Hanumanthapuram
521247,ANDHRA PRADESH,KRISHNA,Pamidimukkala,Guruvindapalli
521250,ANDHRA PRADESH,KRISHNA,Pamidimukkala,Krishnapuram
521256,ANDHRA PRADESH,KRISHNA,Pamidimukkala,Gopuvanipalem
521260,ANDHRA PRADESH,KRISHNA,Unguturu,Chikinala
521261,ANDHRA PRADESH,KRISHNA,Vuyyuru,Jabarlapudi
521263,ANDHRA PRADESH,KRISHNA,Pedaparupudi,Pedaparupudi
521286,ANDHRA PRADESH,KRISHNA,Unguturu,Veerapanenigudem
521301,ANDHRA PRADESH,KRISHNA,Gudivada,Gudivada
521311,ANDHRA PRADESH,KRISHNA,Unguturu,Indupalli
521312,ANDHRA PRADESH,KRISHNA,Nandivada,Chedurthipadu
521321,ANDHRA PRADESH,KRISHNA,Nandivada,Lakshminarasimhapuram
521322,ANDHRA PRADESH,KRISHNA,Pamarru,Gandhi Asramam
521323,ANDHRA PRADESH,KRISHNA,Mudinepalle,Pedapalaparru
521324,ANDHRA PRADESH,KRISHNA,Bantumilli,Chorampudi
521325,ANDHRA PRADESH,KRISHNA,Mudinepalle,China Kamanapudi
521326,ANDHRA PRADESH,KRISHNA,Mandavalli,Gandhi Nagar
521327,ANDHRA PRADESH,KRISHNA,Gudivada,Valivarthipadu
521328,ANDHRA PRADESH,KRISHNA,Koduru,"Addankivaridibba,Potumeda,Joerpet,Bellam Kondavaridibba,Chintakolla,Na"
521329,ANDHRA PRADESH,KRISHNA,Mudinepalle,Korraguntapalem
521330,ANDHRA PRADESH,KRISHNA,Gudlavalleru,Nuzella
521331,ANDHRA PRADESH,KRISHNA,Guduru,Gandram
521332,ANDHRA PRADESH,KRISHNA,Gudlavalleru,Jakkamcherla
521333,ANDHRA PRADESH,KRISHNA,Kaikalur,Achavaram
521340,ANDHRA PRADESH,KRISHNA,Kaikalur,Nattagullapadu
521343,ANDHRA PRADESH,KRISHNA,Mudinepalle,Bomminampadu
521344,ANDHRA PRADESH,KRISHNA,Kalidindi,Chinaputlapudi
521345,ANDHRA PRADESH,KRISHNA,Mandavalli,Appapuram
521356,ANDHRA PRADESH,KRISHNA,Gudlavalleru,Mamidikolla
521366,ANDHRA PRADESH,KRISHNA,Guduru,Akulamannadu
521369,ANDHRA PRADESH,KRISHNA,Bantumilli,Jinjeru
521390,ANDHRA PRADESH,KRISHNA,Pamarru,Pedamaddali
521401,ANDHRA PRADESH,KRISHNA,Tiruvuru,Chintalanerva
521402,ANDHRA PRADESH,KRISHNA,Vatsavai,Dabbakupalle
521403,ANDHRA PRADESH,KRISHNA,Gampalagudem,Kanumuru
521456,ANDHRA PRADESH,KRISHNA,Ibrahimpatnam,Jupudi
521457,ANDHRA PRADESH,KRISHNA,Jaggayyapeta,Jayanthipuram
522001,ANDHRA PRADESH,GUNTUR,Guntur,Guntur
522002,ANDHRA PRADESH,GUNTUR,Guntur,Guntur
522003,ANDHRA PRADESH,GUNTUR,Guntur,Guntur
522004,ANDHRA PRADESH,GUNTUR,Guntur,Guntur
522005,ANDHRA PRADESH,GUNTUR,Guntur,Layolanagar
522006,ANDHRA PRADESH,GUNTUR,Guntur,Guntur
522007,ANDHRA PRADESH,GUNTUR,Guntur,Guntur
522009,ANDHRA PRADESH,GUNTUR,Guntur,Peda Palakaluru
522015,ANDHRA PRADESH,GUNTUR,Pedanandipadu,Gorijavoluguntapalem
522016,ANDHRA PRADESH,GUNTUR,Amaravathi,Karlapudi
522017,ANDHRA PRADESH,GUNTUR,Vatticherukuru,Chintapallipadu
522018,ANDHRA PRADESH,GUNTUR,Tadikonda,Bejatpuram
522019,ANDHRA PRADESH,GUNTUR,Prathipadu,Chinakondrupadu
522020,ANDHRA PRADESH,GUNTUR,Amaravathi,Malladi
522034,ANDHRA PRADESH,GUNTUR,Guntur,Gorantla
522101,ANDHRA PRADESH,GUNTUR,Bapatla,Bapatla
522102,ANDHRA PRADESH,GUNTUR,Bapatla,Bapatla
522111,ANDHRA PRADESH,GUNTUR,Karlapalem,Karlapalem
522112,ANDHRA PRADESH,GUNTUR,Kakumanu,China kakumanu
522113,ANDHRA PRADESH,GUNTUR,Bapatla,Mulapalem
522124,ANDHRA PRADESH,GUNTUR,Ponnur,pandrapadu
522201,ANDHRA PRADESH,GUNTUR,Tenali,Devarapalle Seri
522202,ANDHRA PRADESH,GUNTUR,Tenali,Tenali
522211,ANDHRA PRADESH,GUNTUR,Tsundur,Valiveru
522212,ANDHRA PRADESH,GUNTUR,Ponnur,Brahmanakodur
522213,ANDHRA PRADESH,GUNTUR,Tenali,suddapalli
522233,ANDHRA PRADESH,GUNTUR,Edlapadu,Dintenapadu
522234,ANDHRA PRADESH,GUNTUR,Nadendla,Jangalapalli
522235,ANDHRA PRADESH,GUNTUR,Pedanandipadu,Annaparru
522236,ANDHRA PRADESH,GUNTUR,Thullur,Ananthavaram
522237,ANDHRA PRADESH,GUNTUR,Thullur,Lingayapalem
522256,ANDHRA PRADESH,GUNTUR,Bhattiprolu,allamudi
522257,ANDHRA PRADESH,GUNTUR,Bhattiprolu,Bhattiprolu
522258,ANDHRA PRADESH,GUNTUR,Nagaram,Pamidimarru
522259,ANDHRA PRADESH,GUNTUR,Bhattiprolu,Bhattiprolu
